"transaction","transaction_date","transaction_amount","credit_card","cardholder_name","cardholder_id","merchant_id","merchant_name","merchant_cat_id","merchant_type"
1931,"2018-09-12 16:35:40","$3.65","5175947111814778","Gary Jacobs",14,138,"Mccullough-Murphy",5,"food truck"
404,"2018-08-22 20:11:16","$5.85","5175947111814778","Gary Jacobs",14,149,"Clark and Sons",5,"food truck"
268,"2018-09-20 08:41:00","$8.32","5175947111814778","Gary Jacobs",14,46,"Miller, Chavez and Cobb",5,"food truck"
1194,"2018-03-12 08:57:11","$11.55","5175947111814778","Gary Jacobs",14,88,"Armstrong PLC",5,"food truck"
1461,"2018-11-25 09:31:01","$11.60","5175947111814778","Gary Jacobs",14,48,"Baker Inc",5,"food truck"
3115,"2018-06-06 21:40:03","$14.81","5175947111814778","Gary Jacobs",14,15,"Long, Harrell and Johnson",5,"food truck"
2740,"2018-11-03 21:30:36","$16.13","5175947111814778","Gary Jacobs",14,49,"Davis, Lowe and Baxter",5,"food truck"
2902,"2018-04-28 16:38:16","$16.72","5175947111814778","Gary Jacobs",14,83,"Solis Group",5,"food truck"
2927,"2018-04-21 14:46:45","$16.94","5175947111814778","Gary Jacobs",14,39,"Young-Navarro",5,"food truck"
2969,"2018-10-24 22:03:51","$17.18","5175947111814778","Gary Jacobs",14,120,"Vega, Jones and Castro",5,"food truck"
3453,"2018-11-22 10:40:43","$1.81","5175947111814778","Gary Jacobs",14,41,"Ford, Williams and Dunn",4,"pub"
31,"2018-06-19 16:01:53","$3.26","5175947111814778","Gary Jacobs",14,78,"Ruiz-Anderson",4,"pub"
132,"2018-01-21 02:01:49","$8.61","5175947111814778","Gary Jacobs",14,37,"Nguyen, Bautista and Williams",4,"pub"
1020,"2018-01-29 19:47:14","$10.25","5175947111814778","Gary Jacobs",14,91,"Turner Ltd",4,"pub"
999,"2018-03-14 18:42:06","$10.39","5175947111814778","Gary Jacobs",14,107,"Rowe-Abbott",4,"pub"
1662,"2018-04-08 09:46:08","$10.53","5175947111814778","Gary Jacobs",14,65,"Allen, Ramos and Carroll",4,"pub"
2900,"2018-10-24 16:09:10","$15.16","5175947111814778","Gary Jacobs",14,101,"Whitehead-Sexton",4,"pub"
2828,"2018-10-16 14:39:07","$18.34","5175947111814778","Gary Jacobs",14,19,"Santos-Fitzgerald",4,"pub"
2833,"2018-06-24 07:28:48","$18.60","5175947111814778","Gary Jacobs",14,44,"Little-Floyd",4,"pub"
2525,"2018-07-18 02:32:17","$19.15","5175947111814778","Gary Jacobs",14,12,"Bell, Gonzalez and Lowe",4,"pub"
3264,"2018-11-22 20:42:00","$23.04","5175947111814778","Gary Jacobs",14,65,"Allen, Ramos and Carroll",4,"pub"
322,"2018-01-21 16:05:43","$2.88","5175947111814778","Gary Jacobs",14,75,"Martinez Group",1,"restaurant"
597,"2018-11-16 23:06:33","$3.12","5175947111814778","Gary Jacobs",14,25,"Vaughn, Wilson and Hall",1,"restaurant"
1939,"2018-02-23 20:00:01","$3.26","5175947111814778","Gary Jacobs",14,50,"Johnson-Watts",1,"restaurant"
1853,"2018-05-02 02:25:56","$10.18","5175947111814778","Gary Jacobs",14,75,"Martinez Group",1,"restaurant"
2897,"2018-03-31 09:18:18","$13.98","5175947111814778","Gary Jacobs",14,75,"Martinez Group",1,"restaurant"
2534,"2018-07-26 18:31:00","$14.38","5175947111814778","Gary Jacobs",14,102,"Walters-Ward",1,"restaurant"
2858,"2018-07-16 09:25:54","$14.78","5175947111814778","Gary Jacobs",14,72,"Lopez-Kelly",1,"restaurant"
2859,"2018-01-04 17:19:14","$15.48","5175947111814778","Gary Jacobs",14,72,"Lopez-Kelly",1,"restaurant"
3317,"2018-04-16 18:43:06","$17.85","5175947111814778","Gary Jacobs",14,108,"Best Inc",1,"restaurant"
3157,"2018-10-16 00:01:19","$19.59","5175947111814778","Gary Jacobs",14,36,"Hamilton-Mcfarland",1,"restaurant"
2675,"2018-04-09 06:41:33","$21.02","5175947111814778","Gary Jacobs",14,50,"Johnson-Watts",1,"restaurant"
2052,"2018-04-10 17:43:42","$1.50","6500236164848279","Kyle Tucker",15,40,"Cox, Montgomery and Morgan",3,"bar"
664,"2018-02-13 20:23:29","$1.92","4723783028106084756","Kyle Tucker",15,133,"Scott, Hess and Finley",3,"bar"
2208,"2018-04-23 15:13:30","$2.88","6500236164848279","Kyle Tucker",15,59,"Williams Group",3,"bar"
319,"2018-06-25 07:07:38","$3.09","6500236164848279","Kyle Tucker",15,133,"Scott, Hess and Finley",3,"bar"
2145,"2018-05-30 03:46:55","$3.15","6500236164848279","Kyle Tucker",15,17,"Bauer-Cole",3,"bar"
2185,"2018-11-07 06:18:44","$3.16","4723783028106084756","Kyle Tucker",15,4,"Mccarty-Thomas",3,"bar"
2087,"2018-12-14 15:28:31","$3.48","4723783028106084756","Kyle Tucker",15,22,"Dalton, Cameron and Jones",3,"bar"
244,"2018-06-15 14:55:55","$3.69","6500236164848279","Kyle Tucker",15,112,"Greer Inc",3,"bar"
15,"2018-06-01 13:35:17","$4.48","4723783028106084756","Kyle Tucker",15,122,"Perry and Sons",3,"bar"
2013,"2018-03-08 00:32:59","$4.89","6500236164848279","Kyle Tucker",15,114,"Greene-Wood",3,"bar"
2190,"2018-11-08 16:37:36","$5.63","6500236164848279","Kyle Tucker",15,33,"Vasquez-Parker",3,"bar"
112,"2018-08-17 08:25:22","$6.36","4723783028106084756","Kyle Tucker",15,22,"Dalton, Cameron and Jones",3,"bar"
106,"2018-05-20 22:49:48","$6.37","4723783028106084756","Kyle Tucker",15,9,"Curry, Scott and Richardson",3,"bar"
403,"2018-09-11 03:53:22","$7.28","4723783028106084756","Kyle Tucker",15,70,"White-Hall",3,"bar"
195,"2018-02-14 14:16:24","$7.64","4723783028106084756","Kyle Tucker",15,135,"Jacobs, Torres and Walker",3,"bar"
336,"2018-12-15 08:05:20","$9.59","4723783028106084756","Kyle Tucker",15,17,"Bauer-Cole",3,"bar"
1205,"2018-09-30 04:54:46","$10.25","6500236164848279","Kyle Tucker",15,114,"Greene-Wood",3,"bar"
991,"2018-11-21 10:23:08","$10.30","6500236164848279","Kyle Tucker",15,38,"Brown LLC",3,"bar"
1145,"2018-03-30 23:00:32","$10.79","4723783028106084756","Kyle Tucker",15,135,"Jacobs, Torres and Walker",3,"bar"
1390,"2018-03-18 01:20:51","$12.13","6500236164848279","Kyle Tucker",15,4,"Mccarty-Thomas",3,"bar"
1383,"2018-06-17 20:19:45","$12.18","6500236164848279","Kyle Tucker",15,22,"Dalton, Cameron and Jones",3,"bar"
1874,"2018-05-01 07:40:00","$12.98","6500236164848279","Kyle Tucker",15,136,"Martinez-Robinson",3,"bar"
2742,"2018-12-27 21:23:32","$15.06","4723783028106084756","Kyle Tucker",15,42,"Kennedy-Chen",3,"bar"
2719,"2018-02-03 16:27:12","$15.98","4723783028106084756","Kyle Tucker",15,114,"Greene-Wood",3,"bar"
2602,"2018-03-06 11:34:55","$17.30","6500236164848279","Kyle Tucker",15,66,"Robles Inc",3,"bar"
2458,"2018-11-07 04:17:37","$17.36","4723783028106084756","Kyle Tucker",15,70,"White-Hall",3,"bar"
2848,"2018-05-15 18:10:02","$17.42","4723783028106084756","Kyle Tucker",15,73,"Colon Ltd",3,"bar"
3207,"2018-02-26 09:57:26","$17.87","4723783028106084756","Kyle Tucker",15,4,"Mccarty-Thomas",3,"bar"
2852,"2018-01-29 02:49:08","$18.19","4723783028106084756","Kyle Tucker",15,40,"Cox, Montgomery and Morgan",3,"bar"
2560,"2018-05-26 01:24:56","$19.52","4723783028106084756","Kyle Tucker",15,122,"Perry and Sons",3,"bar"
3128,"2018-10-24 16:53:09","$20.44","4723783028106084756","Kyle Tucker",15,97,"Ruiz-Chavez",3,"bar"
3456,"2018-12-18 16:18:18","$1.27","4723783028106084756","Kyle Tucker",15,117,"Mitchell Group",2,"coffee shop"
2123,"2018-11-15 07:29:13","$2.09","4723783028106084756","Kyle Tucker",15,128,"Pitts, Salinas and Garcia",2,"coffee shop"
2254,"2018-03-14 16:12:53","$5.16","4723783028106084756","Kyle Tucker",15,128,"Pitts, Salinas and Garcia",2,"coffee shop"
2412,"2018-10-18 23:33:15","$5.24","4723783028106084756","Kyle Tucker",15,128,"Pitts, Salinas and Garcia",2,"coffee shop"
316,"2018-10-29 07:16:30","$5.65","4723783028106084756","Kyle Tucker",15,67,"Maxwell, Tapia and Villanueva",2,"coffee shop"
2058,"2018-07-29 07:42:47","$5.84","6500236164848279","Kyle Tucker",15,116,"Ferguson Ltd",2,"coffee shop"
42,"2018-07-22 18:28:56","$7.24","6500236164848279","Kyle Tucker",15,67,"Maxwell, Tapia and Villanueva",2,"coffee shop"
131,"2018-07-15 07:33:37","$9.89","6500236164848279","Kyle Tucker",15,68,"Ramirez-Carr",2,"coffee shop"
1225,"2018-03-18 14:23:07","$10.49","4723783028106084756","Kyle Tucker",15,27,"Horn Ltd",2,"coffee shop"
1417,"2018-01-20 23:29:57","$10.58","4723783028106084756","Kyle Tucker",15,110,"Rodriguez, Dunlap and Nunez",2,"coffee shop"
1458,"2018-09-29 14:16:58","$10.66","4723783028106084756","Kyle Tucker",15,117,"Mitchell Group",2,"coffee shop"
1280,"2018-09-01 09:41:45","$10.68","4723783028106084756","Kyle Tucker",15,130,"Brown, Estrada and Powers",2,"coffee shop"
1652,"2018-08-08 01:43:46","$10.83","6500236164848279","Kyle Tucker",15,20,"Kim-Lopez",2,"coffee shop"
973,"2018-10-29 22:54:40","$10.83","6500236164848279","Kyle Tucker",15,109,"Collins LLC",2,"coffee shop"
1375,"2018-03-24 14:58:56","$10.91","6500236164848279","Kyle Tucker",15,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
1443,"2018-06-02 13:53:44","$10.94","6500236164848279","Kyle Tucker",15,103,"Jones, Clark and Hoover",2,"coffee shop"
922,"2018-10-07 20:40:35","$10.99","6500236164848279","Kyle Tucker",15,68,"Ramirez-Carr",2,"coffee shop"
1069,"2018-08-13 06:58:25","$11.43","4723783028106084756","Kyle Tucker",15,26,"Smith-Stephens",2,"coffee shop"
916,"2018-03-20 12:58:34","$12.16","4723783028106084756","Kyle Tucker",15,109,"Collins LLC",2,"coffee shop"
3312,"2018-04-17 18:28:48","$15.31","6500236164848279","Kyle Tucker",15,150,"Johnson and Sons",2,"coffee shop"
3211,"2018-05-15 12:29:55","$15.38","6500236164848279","Kyle Tucker",15,113,"Edwards-Aguirre",2,"coffee shop"
2894,"2018-02-11 14:38:30","$15.76","4723783028106084756","Kyle Tucker",15,111,"Padilla-Clements",2,"coffee shop"
3104,"2018-03-24 13:54:41","$18.64","4723783028106084756","Kyle Tucker",15,14,"Osborne-Page",2,"coffee shop"
2898,"2018-06-15 16:47:37","$20.81","6500236164848279","Kyle Tucker",15,110,"Rodriguez, Dunlap and Nunez",2,"coffee shop"
860,"2018-12-30 10:36:22","$1.50","6500236164848279","Kyle Tucker",15,149,"Clark and Sons",5,"food truck"
2358,"2018-03-13 11:42:46","$1.88","4723783028106084756","Kyle Tucker",15,28,"Hess-Fischer",5,"food truck"
797,"2018-09-19 13:02:13","$2.45","4723783028106084756","Kyle Tucker",15,93,"Rodriguez-Parker",5,"food truck"
681,"2018-01-29 07:09:51","$2.46","4723783028106084756","Kyle Tucker",15,138,"Mccullough-Murphy",5,"food truck"
13,"2018-02-02 21:41:12","$4.29","6500236164848279","Kyle Tucker",15,148,"Huerta, Keith and Walters",5,"food truck"
88,"2018-11-15 11:37:47","$5.81","4723783028106084756","Kyle Tucker",15,149,"Clark and Sons",5,"food truck"
458,"2018-01-19 17:44:59","$5.96","6500236164848279","Kyle Tucker",15,138,"Mccullough-Murphy",5,"food truck"
1338,"2018-01-21 20:28:17","$10.24","4723783028106084756","Kyle Tucker",15,63,"Reed Group",5,"food truck"
1103,"2018-08-05 03:49:35","$10.30","4723783028106084756","Kyle Tucker",15,69,"Dominguez PLC",5,"food truck"
1310,"2018-12-07 11:51:58","$10.33","4723783028106084756","Kyle Tucker",15,63,"Reed Group",5,"food truck"
1084,"2018-01-02 15:10:33","$10.52","6500236164848279","Kyle Tucker",15,39,"Young-Navarro",5,"food truck"
1345,"2018-06-16 07:02:51","$10.56","6500236164848279","Kyle Tucker",15,137,"Garcia PLC",5,"food truck"
1158,"2018-06-08 18:48:26","$11.04","4723783028106084756","Kyle Tucker",15,69,"Dominguez PLC",5,"food truck"
1120,"2018-11-05 02:24:27","$11.38","4723783028106084756","Kyle Tucker",15,18,"Romero-Jordan",5,"food truck"
1396,"2018-11-12 01:11:22","$11.74","4723783028106084756","Kyle Tucker",15,15,"Long, Harrell and Johnson",5,"food truck"
3251,"2018-06-29 23:08:45","$13.99","4723783028106084756","Kyle Tucker",15,32,"Norton, Burton and Smith",5,"food truck"
1659,"2018-04-24 07:41:49","$14.30","6500236164848279","Kyle Tucker",15,147,"Marshall-Lopez",5,"food truck"
3261,"2018-01-27 00:56:55","$16.14","4723783028106084756","Kyle Tucker",15,94,"Yoder-Zavala",5,"food truck"
2537,"2018-01-20 22:58:27","$16.44","6500236164848279","Kyle Tucker",15,18,"Romero-Jordan",5,"food truck"
3061,"2018-09-18 19:03:01","$16.82","4723783028106084756","Kyle Tucker",15,31,"Fisher, Salazar and Thomas",5,"food truck"
2457,"2018-11-18 01:18:45","$17.63","4723783028106084756","Kyle Tucker",15,138,"Mccullough-Murphy",5,"food truck"
3070,"2018-10-07 23:58:07","$18.39","6500236164848279","Kyle Tucker",15,52,"Jensen-Stanley",5,"food truck"
3280,"2018-01-28 18:51:37","$18.64","6500236164848279","Kyle Tucker",15,147,"Marshall-Lopez",5,"food truck"
735,"2018-10-06 05:51:17","$1.23","4723783028106084756","Kyle Tucker",15,41,"Ford, Williams and Dunn",4,"pub"
2195,"2018-06-10 04:34:46","$1.25","6500236164848279","Kyle Tucker",15,78,"Ruiz-Anderson",4,"pub"
3355,"2018-05-21 09:36:20","$1.53","4723783028106084756","Kyle Tucker",15,91,"Turner Ltd",4,"pub"
639,"2018-01-27 14:00:31","$1.88","6500236164848279","Kyle Tucker",15,35,"Jarvis-Turner",4,"pub"
3439,"2018-07-02 21:40:21","$2.14","4723783028106084756","Kyle Tucker",15,37,"Nguyen, Bautista and Williams",4,"pub"
563,"2018-04-22 21:57:04","$2.18","6500236164848279","Kyle Tucker",15,98,"Rivera PLC",4,"pub"
2093,"2018-05-15 01:45:07","$2.20","6500236164848279","Kyle Tucker",15,7,"Gomez-Kelly",4,"pub"
1935,"2018-01-22 16:26:22","$2.35","4723783028106084756","Kyle Tucker",15,96,"Johnson-Fuller",4,"pub"
2163,"2018-06-12 21:59:42","$2.46","6500236164848279","Kyle Tucker",15,19,"Santos-Fitzgerald",4,"pub"
823,"2018-12-27 11:49:12","$2.48","4723783028106084756","Kyle Tucker",15,98,"Rivera PLC",4,"pub"
3476,"2018-06-16 00:32:55","$2.72","6500236164848279","Kyle Tucker",15,13,"Giles and Sons",4,"pub"
1946,"2018-09-14 18:47:39","$2.76","6500236164848279","Kyle Tucker",15,19,"Santos-Fitzgerald",4,"pub"
692,"2018-11-07 06:04:51","$3.31","4723783028106084756","Kyle Tucker",15,74,"Skinner-Williams",4,"pub"
350,"2018-11-20 13:23:50","$3.64","4723783028106084756","Kyle Tucker",15,98,"Rivera PLC",4,"pub"
2091,"2018-11-09 08:29:42","$4.74","4723783028106084756","Kyle Tucker",15,91,"Turner Ltd",4,"pub"
1979,"2018-12-31 01:24:15","$4.84","4723783028106084756","Kyle Tucker",15,106,"Carter-Blackwell",4,"pub"
130,"2018-11-22 18:19:53","$5.61","4723783028106084756","Kyle Tucker",15,74,"Skinner-Williams",4,"pub"
6,"2018-08-04 01:57:38","$6.26","6500236164848279","Kyle Tucker",15,123,"Boone, Davis and Townsend",4,"pub"
11,"2018-02-04 04:00:18","$6.90","6500236164848279","Kyle Tucker",15,125,"Russell and Sons",4,"pub"
111,"2018-12-08 10:10:03","$7.27","6500236164848279","Kyle Tucker",15,12,"Bell, Gonzalez and Lowe",4,"pub"
1574,"2018-07-14 01:12:46","$10.16","4723783028106084756","Kyle Tucker",15,35,"Jarvis-Turner",4,"pub"
1657,"2018-02-01 08:49:24","$10.26","4723783028106084756","Kyle Tucker",15,115,"Williams Inc",4,"pub"
1155,"2018-02-15 14:12:59","$10.92","4723783028106084756","Kyle Tucker",15,11,"Stanton Group",4,"pub"
1463,"2018-01-24 07:55:45","$10.96","6500236164848279","Kyle Tucker",15,107,"Rowe-Abbott",4,"pub"
939,"2018-09-13 23:00:16","$12.77","6500236164848279","Kyle Tucker",15,90,"Brown-Cunningham",4,"pub"
2967,"2018-02-14 05:56:33","$13.85","6500236164848279","Kyle Tucker",15,44,"Little-Floyd",4,"pub"
2579,"2018-06-14 22:59:23","$14.98","4723783028106084756","Kyle Tucker",15,11,"Stanton Group",4,"pub"
3190,"2018-04-09 04:21:58","$16.43","4723783028106084756","Kyle Tucker",15,107,"Rowe-Abbott",4,"pub"
3153,"2018-11-05 03:04:16","$16.44","6500236164848279","Kyle Tucker",15,58,"Young, Hull and Williams",4,"pub"
2466,"2018-04-04 12:57:15","$16.61","4723783028106084756","Kyle Tucker",15,53,"Wallace PLC",4,"pub"
2575,"2018-09-20 20:43:26","$16.90","6500236164848279","Kyle Tucker",15,107,"Rowe-Abbott",4,"pub"
2476,"2018-12-31 09:50:25","$19.75","4723783028106084756","Kyle Tucker",15,16,"Bryant, Thomas and Collins",4,"pub"
868,"2018-09-11 17:31:43","$0.76","6500236164848279","Kyle Tucker",15,99,"Bond, Lewis and Rangel",1,"restaurant"
669,"2018-07-08 04:14:18","$0.86","4723783028106084756","Kyle Tucker",15,144,"Walker, Deleon and Wolf",1,"restaurant"
678,"2018-12-10 04:30:42","$1.78","6500236164848279","Kyle Tucker",15,99,"Bond, Lewis and Rangel",1,"restaurant"
778,"2018-10-19 20:19:12","$2.08","4723783028106084756","Kyle Tucker",15,134,"Jenkins, Peterson and Beck",1,"restaurant"
2380,"2018-10-05 03:53:50","$2.57","6500236164848279","Kyle Tucker",15,79,"Lee LLC",1,"restaurant"
784,"2018-01-19 01:34:25","$2.59","4723783028106084756","Kyle Tucker",15,47,"Martin Inc",1,"restaurant"
712,"2018-06-22 07:42:35","$2.88","4723783028106084756","Kyle Tucker",15,10,"Herrera Group",1,"restaurant"
345,"2018-07-24 07:40:27","$3.35","4723783028106084756","Kyle Tucker",15,108,"Best Inc",1,"restaurant"
2371,"2018-05-12 19:16:28","$4.10","4723783028106084756","Kyle Tucker",15,54,"Berry-Lopez",1,"restaurant"
2244,"2018-09-24 14:31:31","$5.05","6500236164848279","Kyle Tucker",15,25,"Vaughn, Wilson and Hall",1,"restaurant"
1639,"2018-07-14 02:08:24","$10.18","6500236164848279","Kyle Tucker",15,102,"Walters-Ward",1,"restaurant"
907,"2018-11-14 09:41:37","$10.36","6500236164848279","Kyle Tucker",15,99,"Bond, Lewis and Rangel",1,"restaurant"
1143,"2018-04-28 18:57:03","$10.70","6500236164848279","Kyle Tucker",15,124,"Mccarty PLC",1,"restaurant"
1399,"2018-06-19 10:03:08","$10.88","4723783028106084756","Kyle Tucker",15,102,"Walters-Ward",1,"restaurant"
1884,"2018-04-22 03:40:42","$11.10","4723783028106084756","Kyle Tucker",15,95,"Baxter-Smith",1,"restaurant"
1844,"2018-08-16 08:15:42","$11.37","6500236164848279","Kyle Tucker",15,76,"Lowe PLC",1,"restaurant"
1614,"2018-04-29 22:39:24","$11.47","4723783028106084756","Kyle Tucker",15,102,"Walters-Ward",1,"restaurant"
901,"2018-06-10 15:58:32","$11.60","6500236164848279","Kyle Tucker",15,77,"Brown, Ballard and Glass",1,"restaurant"
3284,"2018-01-27 08:36:58","$15.15","6500236164848279","Kyle Tucker",15,71,"Greene LLC",1,"restaurant"
2783,"2018-06-29 06:24:23","$16.30","6500236164848279","Kyle Tucker",15,51,"Fisher-Bolton",1,"restaurant"
3260,"2018-12-15 17:12:04","$16.81","4723783028106084756","Kyle Tucker",15,144,"Walker, Deleon and Wolf",1,"restaurant"
2480,"2018-07-19 10:03:38","$16.92","6500236164848279","Kyle Tucker",15,10,"Herrera Group",1,"restaurant"
2766,"2018-11-29 04:02:20","$17.35","6500236164848279","Kyle Tucker",15,99,"Bond, Lewis and Rangel",1,"restaurant"
2479,"2018-10-12 09:51:16","$17.36","6500236164848279","Kyle Tucker",15,124,"Mccarty PLC",1,"restaurant"
3273,"2018-03-12 06:23:31","$17.37","6500236164848279","Kyle Tucker",15,50,"Johnson-Watts",1,"restaurant"
2603,"2018-07-29 03:56:31","$18.26","4723783028106084756","Kyle Tucker",15,119,"Henderson and Sons",1,"restaurant"
2826,"2018-09-23 07:30:56","$19.02","4723783028106084756","Kyle Tucker",15,99,"Bond, Lewis and Rangel",1,"restaurant"
2738,"2018-07-03 10:54:16","$19.86","4723783028106084756","Kyle Tucker",15,54,"Berry-Lopez",1,"restaurant"
537,"2018-11-09 09:18:16","$1.51","5500708021555307","Crystal Clark",16,114,"Greene-Wood",3,"bar"
2010,"2018-07-07 17:26:40","$1.89","503842928916","Crystal Clark",16,30,"Atkinson Ltd",3,"bar"
802,"2018-10-25 01:25:46","$2.37","5500708021555307","Crystal Clark",16,22,"Dalton, Cameron and Jones",3,"bar"
710,"2018-11-15 11:03:25","$2.81","503842928916","Crystal Clark",16,135,"Jacobs, Torres and Walker",3,"bar"
827,"2018-03-04 17:41:10","$2.98","5500708021555307","Crystal Clark",16,141,"Wood-Ramirez",3,"bar"
2379,"2018-05-24 21:30:02","$3.16","503842928916","Crystal Clark",16,33,"Vasquez-Parker",3,"bar"
2084,"2018-04-13 05:39:17","$3.29","503842928916","Crystal Clark",16,133,"Scott, Hess and Finley",3,"bar"
264,"2018-09-20 01:14:49","$3.46","503842928916","Crystal Clark",16,4,"Mccarty-Thomas",3,"bar"
485,"2018-11-26 12:13:17","$4.47","5500708021555307","Crystal Clark",16,66,"Robles Inc",3,"bar"
2408,"2018-11-09 19:21:54","$4.71","5570600642865857","Crystal Clark",16,145,"Hood-Phillips",3,"bar"
135,"2018-11-29 13:21:41","$5.46","5570600642865857","Crystal Clark",16,17,"Bauer-Cole",3,"bar"
371,"2018-02-14 18:59:49","$8.45","5570600642865857","Crystal Clark",16,4,"Mccarty-Thomas",3,"bar"
240,"2018-08-20 21:53:04","$8.80","5570600642865857","Crystal Clark",16,56,"Smith PLC",3,"bar"
330,"2018-04-13 19:49:42","$9.06","503842928916","Crystal Clark",16,59,"Williams Group",3,"bar"
433,"2018-03-01 23:17:42","$9.26","5500708021555307","Crystal Clark",16,121,"Fleming, Smith and Collins",3,"bar"
1849,"2018-08-04 02:30:49","$10.16","503842928916","Crystal Clark",16,122,"Perry and Sons",3,"bar"
1371,"2018-01-08 01:12:52","$10.40","5500708021555307","Crystal Clark",16,121,"Fleming, Smith and Collins",3,"bar"
1731,"2018-09-25 13:44:40","$10.47","503842928916","Crystal Clark",16,121,"Fleming, Smith and Collins",3,"bar"
1022,"2018-11-03 08:54:52","$10.50","503842928916","Crystal Clark",16,114,"Greene-Wood",3,"bar"
1648,"2018-02-17 01:56:56","$10.76","5500708021555307","Crystal Clark",16,136,"Martinez-Robinson",3,"bar"
1009,"2018-08-20 19:58:34","$10.95","503842928916","Crystal Clark",16,97,"Ruiz-Chavez",3,"bar"
1332,"2018-08-21 14:53:35","$10.97","503842928916","Crystal Clark",16,17,"Bauer-Cole",3,"bar"
1640,"2018-01-08 11:21:20","$11.98","5500708021555307","Crystal Clark",16,133,"Scott, Hess and Finley",3,"bar"
1587,"2018-03-24 09:19:46","$12.34","5500708021555307","Crystal Clark",16,42,"Kennedy-Chen",3,"bar"
3272,"2018-06-19 21:04:32","$14.58","503842928916","Crystal Clark",16,66,"Robles Inc",3,"bar"
2939,"2018-05-25 19:51:00","$14.67","503842928916","Crystal Clark",16,9,"Curry, Scott and Richardson",3,"bar"
2467,"2018-06-26 08:00:22","$15.94","503842928916","Crystal Clark",16,141,"Wood-Ramirez",3,"bar"
2773,"2018-05-17 02:10:21","$16.21","5570600642865857","Crystal Clark",16,121,"Fleming, Smith and Collins",3,"bar"
2577,"2018-08-13 03:57:11","$16.25","503842928916","Crystal Clark",16,132,"Pugh-Williams",3,"bar"
3140,"2018-04-12 14:25:31","$18.59","503842928916","Crystal Clark",16,73,"Colon Ltd",3,"bar"
2623,"2018-11-01 20:20:18","$19.07","5500708021555307","Crystal Clark",16,132,"Pugh-Williams",3,"bar"
2680,"2018-07-19 16:11:10","$19.12","5570600642865857","Crystal Clark",16,17,"Bauer-Cole",3,"bar"
3201,"2018-06-03 12:49:27","$19.46","5500708021555307","Crystal Clark",16,114,"Greene-Wood",3,"bar"
3052,"2018-12-10 06:39:05","$20.13","5500708021555307","Crystal Clark",16,121,"Fleming, Smith and Collins",3,"bar"
606,"2018-07-04 17:28:06","$89.00","5570600642865857","Crystal Clark",16,112,"Greer Inc",3,"bar"
2451,"2018-03-05 08:26:08","$1,617.00","5570600642865857","Crystal Clark",16,4,"Mccarty-Thomas",3,"bar"
635,"2018-04-13 04:50:37","$0.54","5500708021555307","Crystal Clark",16,150,"Johnson and Sons",2,"coffee shop"
608,"2018-01-10 03:17:20","$0.87","503842928916","Crystal Clark",16,129,"Sweeney-Paul",2,"coffee shop"
725,"2018-07-24 10:05:43","$0.89","5500708021555307","Crystal Clark",16,27,"Horn Ltd",2,"coffee shop"
602,"2018-01-10 15:56:41","$1.22","503842928916","Crystal Clark",16,27,"Horn Ltd",2,"coffee shop"
3442,"2018-05-23 01:01:25","$2.05","503842928916","Crystal Clark",16,110,"Rodriguez, Dunlap and Nunez",2,"coffee shop"
498,"2018-06-27 14:34:10","$2.69","503842928916","Crystal Clark",16,67,"Maxwell, Tapia and Villanueva",2,"coffee shop"
617,"2018-07-25 06:55:16","$3.07","5500708021555307","Crystal Clark",16,150,"Johnson and Sons",2,"coffee shop"
496,"2018-01-11 00:39:12","$3.23","503842928916","Crystal Clark",16,68,"Ramirez-Carr",2,"coffee shop"
641,"2018-03-08 17:36:48","$3.23","503842928916","Crystal Clark",16,150,"Johnson and Sons",2,"coffee shop"
391,"2018-10-27 13:46:30","$3.39","503842928916","Crystal Clark",16,118,"Maldonado Group",2,"coffee shop"
511,"2018-12-09 04:07:14","$5.68","503842928916","Crystal Clark",16,109,"Collins LLC",2,"coffee shop"
2400,"2018-05-05 20:49:39","$5.87","503842928916","Crystal Clark",16,84,"Marshall-Rojas",2,"coffee shop"
185,"2018-03-07 03:03:21","$6.46","5500708021555307","Crystal Clark",16,118,"Maldonado Group",2,"coffee shop"
418,"2018-03-11 17:34:44","$7.19","5570600642865857","Crystal Clark",16,109,"Collins LLC",2,"coffee shop"
58,"2018-11-21 00:22:49","$7.63","503842928916","Crystal Clark",16,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
100,"2018-06-29 21:52:03","$8.55","5500708021555307","Crystal Clark",16,103,"Jones, Clark and Hoover",2,"coffee shop"
1306,"2018-04-26 16:05:13","$10.15","503842928916","Crystal Clark",16,111,"Padilla-Clements",2,"coffee shop"
1838,"2018-07-30 17:26:05","$10.17","5500708021555307","Crystal Clark",16,27,"Horn Ltd",2,"coffee shop"
896,"2018-07-10 17:57:00","$10.46","5500708021555307","Crystal Clark",16,118,"Maldonado Group",2,"coffee shop"
1650,"2018-11-15 12:11:01","$10.52","5500708021555307","Crystal Clark",16,104,"Mcdaniel, Hines and Mcfarland",2,"coffee shop"
1554,"2018-05-25 10:47:52","$10.64","5570600642865857","Crystal Clark",16,84,"Marshall-Rojas",2,"coffee shop"
1910,"2018-06-09 02:21:22","$10.70","5570600642865857","Crystal Clark",16,127,"Williams, Wright and Wagner",2,"coffee shop"
